"","MolecularWeight","XLogP","HydrogenBondDonorCount","HydrogenBondAcceptorCount","PolarSurfaceArea","FormalCharge","NumRings","RotatableBondCount","Refractivity","XLogP","Ro5","Ghose","Veber","Blood","Skin","Brain","Testis","AdiposeTissue","Muscle","Nerve","BloodVessel","Heart","Lung","Esophagus","Kidney","Thyroid","Pituitary","Uterus","Pancreas","Vagina","Stomach","AdrenalGland","Colon","Prostate","Spleen","Liver","FallopianTube","Ovary","Breast","Bladder","CervixUteri","SmallIntestine","SalivaryGland","lossFreq","maxBtwn","maxDegree","nTargets","wQED","response"
"Warfarin",308.104859,2.74470736233333,1,3,63.6,0,3,4,86.8601,0.0472,0,0,1,0.238178446888924,0.536906898021698,0.275855094194412,0.318254053592682,0.326446503400803,0.067416213452816,0.452121585607529,0.50591629743576,0.140974327921867,0.435193181037903,0.250698000192642,0.357962995767593,0.315011754631996,0.537360429763794,0.389929056167603,0.391856014728546,0.355813235044479,0.293412387371063,0.285009190440177,0.29072792828083,0.282972574234008,0.368950992822647,0.988317042589187,0.426424518227577,0.430045932531357,0.356780618429184,0.478249341249466,0.500221908092499,0.492640465497971,0.357383668422699,0.509803921568627,0,0,1,0.411,0
"Tramadol",263.188529049,2.44986149933333,1,3,32.7,0,2,4,78.2692,0.75,0,0,0,0.0842119008302689,0.103767856955528,1.59231293201447,2.97342455387115,0.268325090408325,0.037200391292572,0.286698222160339,0.136373266577721,0.115082539618015,10,0.34503448009491,0.132184702903032,0.421316981315612,0.119527347385883,0.189510755240917,0.493829697370529,0.153300903737545,0.513489544391632,0.119057722389698,0.246608033776283,0.19747256487608,0.294659450650215,0.09774199873209,0.14973159134388,0.225144267082214,0.355366110801697,0.615335464477539,0.176632389426231,1.80216777324677,0.459298759698868,0.671052631578947,23664.9424901665,40,9,0.094,0
"Cabazitaxel",835.377905537,4.20304396233333,3,10,202.45,0,6,15,213.4041,0.00413,1,1,1,10,10,10,10,2.09061622619629,10,1.62022089958191,5.52546834945679,10,5.49296569824219,10,5.60884022712708,2.53868925571441,4.79711413383484,2.37081384658813,2.09711861610413,10,6.90339612960815,5.48237681388855,8.03725862503052,4.27855229377746,10,3.35094141960144,3.48897683620452,2.3411865234375,2.93204927444458,5.74149179458618,2.37120294570923,7.49798536300659,7.34939479827881,0.691891891891892,863890.570851944,2232,2,0.824,0
"Ixabepilone",506.281443154,3.39357315433333,3,6,112.05,0,3,2,136.7098,0.00352,1,1,1,0.0109676737338305,0.454929262399674,1.59112644195557,2.74003458023071,0.06330656260252,0.00835967157036066,0.115973439067602,0.0471939034759998,0.0646800771355629,0.103264234960079,0.0917779207229614,0.164653152227402,0.0865548513829708,2.77386546134948,0.0699831396341323,0.0367009863257408,0.0652728825807571,0.0911164209246635,0.487491026520729,0.13585514575243,0.0637846998870373,0.0499490424990654,0,0.053233053535223,0.0709172561764717,0.0433343946933746,0.041844617575407,0.0439100116491318,0.150069698691368,0.32360514998436,0.358974358974359,261851.88720821,1564,1,0.469,0
"Lenalidomide",259.095691297,-0.707852159,2,4,92.5,0,3,1,68.2981,2.33,0,1,1,1.02508628368378,3.11972200870514,3.70113110542297,6.3449387550354,10,6.33867454528809,10,5.99543476104736,10,10,8.04398345947266,6.52386403083801,10,3.73052632808685,10,2.4267590045929,7.76979970932007,5.50975036621094,7.04789161682129,5.06483793258667,6.8059606552124,9.95505094528199,2.70762789249421,10,3.10485577583313,10,7.27810573577881,10,8.76734924316406,5.80036354064941,0.470588235294118,51384.3547561623,48,3,0.542,0
"Temsirolimus",1029.602485741,7.129959347,4,14,241.96,0,4,11,277.0665,0.00235,1,1,1,1.98146641254425,5.86158466339112,6.42243242263794,10,6.05699634552002,7.71287822723389,7.45222783088684,6.07004594802856,5.28152465820312,6.4058928489685,6.7819619178772,6.1177887916565,7.61887669563293,8.47441339492797,6.98674249649047,3.82649493217468,5.33969378471375,6.36400365829468,6.89323043823243,7.13819861412049,7.70973038673401,6.56459617614746,4.55921292304992,6.45589280128479,5.2019419670105,6.67882204055786,6.91532516479492,5.59911823272705,7.50203609466553,5.95491695404053,0.276255707762557,145928.601178963,166,1,0.872,0
"Dronedarone",556.297093218,5.27791588213947,1,5,88.85,0,3,17,158.1284,0.00201,1,1,1,1.5796594619751,5.0157458782196,10,10,10,10,8.15998554229737,10,10,7.98637962341309,8.71475410461426,10,6.01798009872437,10,10,10,10,3.67173004150391,10,9.50284957885743,10,10,7.43222904205322,10,10,10,8.24286270141602,10,6.5936074256897,5.81011247634888,0.55625,48947.9770023894,104,18,0.881,0
"Paclitaxel",853.330955345,3.53884002,4,10,221.29,0,7,14,218.2945,0.00556,1,1,1,3.25910687446594,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.691891891891892,243334.273788185,1034,6,0.863,0
"Atorvastatin",557.245175413,5.387146767,3,5,114.62,-1,4,12,169.0355,0.000495,1,1,1,5.51253461837769,10,10,10,10,1.41925954818726,10,8.11520767211914,3.5985050201416,10,6.4206485748291,6.53853631019592,10,6.47688627243042,5.32986426353455,4.21513795852661,10,8.79397678375244,10,10,7.14008378982544,7.30977058410645,8.5298204421997,9.73648643493654,5.0701789855957,10,10,9.7750005722046,8.14271259307861,8.63525867462158,0.372093023255814,5260.66256711201,68,2,0.761,0
"Ethanol",46.041864814,-0.161769114,1,1,20.23,0,0,0,13.0099,579,0,1,0,0.354343563318253,10,10,1.35294872522354,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,7.6679344177246,10,10,10,10,10,10,10,10,10,0.58,8267.84453297287,28,7,0.607,0
"Levosimendan",280.107259036,2.16161815933333,2,6,113.43,0,2,3,77.6308,0.0881,0,0,1,1.65155839920044,5.19763684272766,4.10777902603149,6.49500250816345,10,10,10,10,10,10,9.68968391418457,5.45556831359863,10,6.30492496490479,10,10,9.7594871520996,7.15323257446289,10,10,10,5.84328055381775,10,10,10,10,10,10,5.37315607070923,10,0.6,460.956842911593,12,4,0.35,0
"Sitaxentan",454.006005309,3.091685922,1,6,107.73,0,4,5,105.8045,0.0181,0,0,1,0.267313629388809,3.87186944484711,10,2.67347669601441,10,2.64569354057312,8.07938003540039,10,8.21993827819824,10,3.07747769355774,8.20232057571411,10,2.01355957984924,10,2.65610003471375,10,3.24845504760742,10,3.71258223056793,10,5.59921360015869,5.01050353050232,10,10,10,9.79487991333008,10,7.17424297332764,4.65092849731445,0.451612903225806,35386.697759825,44,2,0.407,1
"Metformin",129.101445377,-0.918429265,4,5,88.99,0,0,0,56.6427,1.38,0,1,1,8.50086879730225,7.8143470287323,6.9067907333374,10,10,5.7673830986023,10,9.62049674987793,4.4579176902771,10,10,10,10,10,10,9.36103439331055,10,10,10,10,10,10,6.57926487922668,10,10,10,10,10,10,10,0.478260869565217,45478.7738105285,54,1,0.772,1
"Sirolimus",913.555141619,7.45083982266667,3,12,195.43,0,4,6,250.6632,0.00173,1,1,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.555555555555556,145928.601178963,166,3,0.813,0
"Sitaxentan",454.006005309,3.091685922,1,6,107.73,0,4,5,105.8045,0.0181,0,0,1,0.267313629388809,3.87186944484711,10,2.67347669601441,10,2.64569354057312,8.07938003540039,10,8.21993827819824,10,3.07747769355774,8.20232057571411,10,2.01355957984924,10,2.65610003471375,10,3.24845504760742,10,3.71258223056793,10,5.59921360015869,5.01050353050232,10,10,10,9.79487991333008,10,7.17424297332764,4.65092849731445,0.451612903225806,35386.697759825,44,2,0.407,0
"Anastrozole",293.164045633,3.028454822,0,4,78.29,0,2,4,97.4729,0.0661,0,0,1,0.0700824111700058,0.907705664634704,0.0165906231850386,1.14868944883347,0.79652851819992,0.0247171241790056,1.40963405370712,0.145409122109413,0.0725875720381737,0.129790604114532,0.0522668100893497,0.0157333281822503,0.52958470582962,0.00666962377727032,0.0144337834790349,0.0515794269740582,0.114739250391722,0.0281998291611671,0.218458481132984,0.0409296583384275,0.0798728577792645,0.160719260573388,0.00524897710420191,0.0934838019311428,0.185384452342987,0.128867898136377,0.16319914162159,0.126711219549179,0.0361127629876137,0.0877330005168915,0.550561797752809,0,66,1,0.134,0
"Doxorubicin",543.174060775,0.916421641538582,6,12,206.07,0,5,5,134.5937,1.18,1,1,1,0.832667291164398,2.898108959198,0.0519454516470432,10,0.338461637496948,0.0452685952186584,0.232902429997921,0.205790728330612,0.157298818230629,1.15861546993256,0.82545918226242,0.281202554702758,0.299000293016433,0.0676195286214352,0.170647189021111,0.104524187743664,3.18607914447785,0.887116849422455,0.894613415002823,4.51282739639282,0.34113697707653,2.29606485366821,0.154950223863125,0.16980380564928,0.122039489448071,0.389409646391868,0.346370905637741,0.123274765908718,4.3239803314209,1.42528057098389,0.386986301369863,13574.6091645362,80,1,0.802,0
"Lidocaine",234.173213336,2.84291335966667,1,2,32.34,0,1,5,73.9296,0.593,0,0,0,0.0797002911567688,10,2.71649670600891,4.10934829711914,10,3.47633481025696,10,9.37902450561523,10,9.38890647888184,10,4.15524864196778,9.56646251678466,1.58838552236557,6.62258458137513,4.71311330795288,10,5.87712717056274,8.12995815277099,7.03036069869995,10,2.62998306751251,10,9.82487583160403,6.70028066635132,10,9.43903636932373,10,5.46157932281494,10,0.544354838709677,1872057.68607053,756,4,0.158,0
"Lovastatin",404.256274262,3.90218691433333,1,3,72.83,0,3,7,113.1824,0.0243,0,0,1,10,10,10,10,5.34645175933838,3.55578804016113,7.3285825252533,5.65950059890747,3.43163871765137,10,5.39203500747681,6.53853631019592,8.96128797531128,7.08464956283569,7.49452614784241,4.21513795852661,10,8.79397678375244,10,10,5.53199148178101,10,8.5298204421997,7.0483524799347,7.2045488357544,6.22342491149903,6.57545518875122,7.24999284744263,10,8.63525867462158,0.36734693877551,814810.166585908,1730,3,0.351,0
"Lumiracoxib",293.061884577,4.31108788266667,2,3,49.33,0,2,4,75.9142,0.00549,0,0,1,6.10240507125854,10,0.820853233337402,0.489034011960029,2.72289562225342,0.307841688394547,1.50513464212418,2.68502235412598,1.62564778327942,7.62326622009277,10,0.899970710277556,1.94542753696442,3.13609921932221,1.95850628614425,0.63782674074173,6.83462476730347,10,1.07871985435485,10,6.8059606552124,5.68096804618835,0.648787885904313,7.06550884246827,0.7822744846344,2.16210901737213,10,3.34028601646423,10,1.79864501953125,0.470588235294118,8170.88863179302,30,2,0.132,1
"Dasatinib",487.155721508,3.82093830943893,3,8,106.51,0,4,7,133.0762,0.0128,0,1,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.526462395543176,1917483.80520523,804,10,0.532,0
"Sitagliptin",407.118079357,1.25721627566667,1,4,77.04,0,3,5,87.4946,0.034,0,0,1,1.25337696075439,6.94901275634765,0.0751438960433006,0.647781372070312,5.80835151672363,0.353051900863647,3.30251276493073,0.214750334620476,1.1815277338028,5.31716251373291,0.537909150123596,10,0.681718319654464,0.0868235491216183,0.961601138114929,0.754391193389893,1.03318414092064,0.66497653722763,1.94280838966369,3.00334429740905,10,4.38535499572754,3.58045601844788,0.795578509569168,1.5104284286499,4.64378571510315,0.410017520189285,2.67041063308716,10,1.43121016025543,0.477664399092971,11668.312373566,32,1,0.594,0
"Ponatinib",532.219844131,4.965714124,1,5,65.77,0,5,7,152.6289,0.00295,1,1,1,10,10,10,10,10,9.21324825286865,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.53921568627451,1917483.80520523,804,14,0.678,0
"Ponatinib",532.219844131,4.965714124,1,5,65.77,0,5,7,152.6289,0.00295,1,1,1,10,10,10,10,10,9.21324825286865,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.53921568627451,1917483.80520523,804,14,0.678,0
"Remifentanil",376.199822016,1.51527884,0,4,76.15,0,2,9,100.5615,0.591,0,0,1,0,0,0.877372145652771,1.15192675590515,0.0564833283424377,0.00491147069260478,0,0.0145697062835097,0.0200227089226246,0.00818270910531282,0,0,0.0213856864720583,0.0589153226464987,0,0,0,0.00690075987949967,0,0.0124551067128778,0.144849747419357,0.00765793700702489,0,0.00252236030064523,0.0078793689608574,0.00906145572662354,0.00749473413452506,0,0.00541607569903135,0.014543809928,0.671052631578947,11098.772774319,40,3,0.384,0
"Risperidone",410.211804333,2.62762108433333,0,4,61.94,0,5,4,114.5492,0.171,0,0,1,0.123829908668995,3.65049242973328,2.53534317016602,5.41671943664551,10,2.284672498703,8.15998554229737,10,2.89198708534241,3.40180540084839,1.74661874771118,10,6.01798009872437,10,10,10,10,1.23732757568359,1.43022119998932,5.04452586174011,10,10,7.43222904205322,10,10,10,5.55162382125854,10,4.16848421096802,6.04128122329712,0.557692307692308,47272.597854723,40,14,0.552,0
"Aripiprazole",447.148032537,4.90124365933333,1,4,44.81,0,4,7,124.3364,0.00777,0,0,1,0.123829908668995,3.65049242973328,8.41285133361816,5.9803876876831,10,2.284672498703,8.15998554229737,10,6.764817237854,3.40180540084839,1.74661874771118,10,6.01798009872437,10,10,10,10,1.23732757568359,1.43022119998932,5.04452586174011,10,10,7.43222904205322,10,10,10,5.55162382125854,10,4.16848421096802,6.04128122329712,0.557692307692308,47272.597854723,40,25,0.407,0
"Goserelin",1268.641439486,-5.17557331843203,17,18,495.89,0,6,33,325.8388,0.0283,1,1,1,0,0.0527076777070761,0.116794764995575,0.385858654975891,0.2293451577425,0.010505803860724,1.37001436948777,0.0589503310620785,0.0236519519239664,0.0461287461221218,0.290373057126999,0.042430367320776,0.174724370241165,2.87913691997528,0.0622297879308462,0.0680052116513252,0.194324679672718,0.0543887242674828,0.0867038778960705,0.0482965391129256,0.120442040264607,0.0601606741547585,0.0477656871080398,0.0549595672637224,0.636344194412231,0.127243217080831,0.111134707927704,0.0914453640580177,0.0586900897324085,0.155697450041771,0.433333333333333,38785.0382778209,22,2,0.987,1
"Desmopressin",1068.426954962,-6.12825512152268,14,15,435.41,0,4,19,279.7799,0.11,1,1,1,0.133901044726372,0.284442007541656,0.0561047159135342,0.310492232441902,5.93936920166016,0.62897115945816,2.08659255504608,2.70656323432922,1.50809359550476,0.527942776679993,1.14971268177032,2.50070977210998,2.87257993221283,3.8947890996933,2.73598933219909,0.304345607757568,1.47108858823776,0.739970028400421,9.01814079284668,0.616461396217346,0.896664977073669,0.389720246195793,2.97726082801818,3.37158393859863,0.274287551641464,3.43925845623017,1.45220470428467,2.02161693572998,1.02243280410767,1.18803691864014,0.512820512820513,4692.72802745848,22,3,0.965,0
"Felypressin",1039.436791367,-5.83536963460116,12,13,405.32,0,4,19,264.7915,0.0453,1,1,1,0.0141873965039849,0.269673481583595,0.0414414033293724,0.245297104120254,5.93936920166016,0.319928497076035,0.858608365058899,2.70656323432922,0.288088530302048,0.167836606502533,0.369737058877945,0.439707204699516,2.87257993221283,0.149214126169681,2.73598933219909,0.219316825270653,1.19483125209809,0.381698757410049,9.01814079284668,0.275109246373177,0.561741322278976,0.0863357409834861,2.97726082801818,3.37158393859863,0.274287551641464,2.02315628528595,1.15167891979218,2.02161693572998,0.291436642408371,0.520402550697327,0.418604651162791,234.309566425027,6,1,0.941,0
"Pravastatin",424.246103506,1.64709162033333,4,6,124.29,0,2,11,113.5979,0.242,0,0,1,5.51253461837769,10,10,10,4.32924175262451,1.41925954818726,7.3285825252533,3.28285503387451,1.98468768596649,10,5.34007978439331,6.53853631019592,8.96128797531128,6.47688627243042,5.05517578125,4.21513795852661,10,8.79397678375244,10,10,5.53199148178101,7.30977058410645,8.5298204421997,5.63462710380554,5.0701789855957,4.94570255279541,5.58354473114014,5.0211181640625,7.78798818588257,8.63525867462158,0.36734693877551,1690.25449350547,10,1,0.623,0
"Ramipril",416.231122144,1.47381143783878,2,5,95.94,0,3,10,111.1868,0.039,0,0,1,0.0738180503249168,1.01288914680481,0.509360015392303,1.40536952018738,2.4936351776123,0.281444042921066,0.769924193620682,0.463265717029572,0.652296543121338,6.12260913848877,0.764330089092255,1.16603854298592,2.92237687110901,2.14332038164139,1.0772819519043,0.570030272006989,0.83584600687027,0.899882435798645,0.985796779394148,2.30830562114715,1.30743533372879,0.511285901069641,0.0945710204541683,0.532468169927597,0.414817899465561,1.88545554876327,0.780115008354187,1.23414468765259,10,1.89040327072144,0.574117647058824,370.08476391071,8,1,0.446,1
"Masoprocol",302.151809192,4.758522744,4,4,80.92,0,2,5,86.619,0.0136,0,0,1,10,1.40442264080048,2.37300324440002,2.1667252779007,7.72609758377075,0.62030953168869,7.75622510910034,3.61698484420776,2.01611304283142,10,5.40916013717651,3.61831974983215,2.60558199882507,1.25522589683532,3.46431756019592,7.97367811203003,4.1231302022934,4.81092500686646,4.29469752311707,6.33052635192871,8.39187526702881,10,1.98795586824417,6.58488726615905,1.39918673038483,8.60732889175415,10,4.35674428939819,10,8.45758247375488,0.458937198067633,23283.5032271073,10,1,0.362,0
"Baclofen",213.05565634,-0.782400260123024,2,3,63.32,0,1,4,54.8292,0.712,0,1,1,8.2105131149292,10,10,10,10,2.87813854217529,10,10,10,10,10,10,10,10,10,6.64388227462769,10,10,10,10,10,10,2.4232292175293,10,10,10,10,10,10,10,0.355263157894737,16064.2834654921,32,2,0.314,0
"Pentagastrin",767.331246891,1.239990688,8,8,250.91,0,3,23,199.9748,0.00309,1,1,1,0,0.0346988514065742,2.62293529510498,0.425679042935372,0.0187396854162216,0,0.111341990530491,0,0.00788230262696743,0.01770687289536,0.0441478490829468,0,0.100669957697392,0.527492851018906,0.0308975735679269,2.33230042457581,0.013557253871113,10,0.0384241696447134,0.0334452446550131,0.0383586417883634,0,0,0.0475861206650734,0.0264228265732527,0.0198839949443936,0.0158776678144932,0.0202808305621147,0,0.0156620126217604,0.467741935483871,27208.7726891314,14,1,0.93,0
"Nicotine",162.115698458,1.16253469266667,0,2,16.13,0,2,1,49.655,93.3,0,0,0,0.541708528995514,0.43732650578022,7.25455141067505,4.33132600784301,0.312927007675171,7.75342845916748,0.538686633110046,0.253420829772949,0.492267668247223,0.603130221366882,0.572746157646179,1.29179081320763,1.45501261949539,4.185626745224,0.658807158470153,0.69721794128418,0.521477818489075,1.33083987236023,0.409715458750725,1.77881163358688,6.24004626274109,1.49105745553971,10,0.729501068592072,0.814338088035583,0.446365013718605,0.936167418956757,0.406450152397156,1.26131618022919,0.792820811271667,0.684210526315789,26475.979399585,12,11,0.391,0
"Cevimeline",199.103084861,0.996406311666666,0,2,12.47,0,3,0,55.9221,2.41,0,0,0,0.0090686148032546,0.561547219753265,8.41285133361816,0.393198236823082,0.016020342707634,0,0.0246242005378008,0.0308653824031353,0.0262791067361832,1.19683969020844,0.34503448009491,0.132184702903032,0.162137411534787,0.0622704979032278,0.0955363661050797,0.493829697370529,0.033431215211749,0.513489544391632,0.033154683187604,0.334567934274673,10,0.100604671984911,0.0149392383173108,0.06063487008214,0.225144267082214,0.690105140209198,0.615335464477539,0.0791551098227501,0.286769807338715,4.81108999252319,0.23841059602649,23664.9424901665,14,2,0.435,0
"Esmolol",295.178358293,1.822430183,2,4,67.79,0,1,10,81.0532,0.144,0,0,1,0.0611535720527172,0.0482675973325968,2.66193819046021,0.497891709208488,1.27212738990784,0.050163522362709,0.0863904878497123,0.0483357384800911,9.2832317352295,7.98637962341309,0.743740558624268,0.365240886807441,0.402712881565094,0.0798899866640568,0.0541074275970459,0.385957449674606,0.0915667526423931,0.385029971599579,0.0662698745727539,0.861847639083863,2.35596179962159,0.92475438117981,0.0864993147552014,0.0755162630230189,0.0429853871464729,0.614705502986908,0.578674674034119,0.0440327823162079,1.35734510421753,0.15696682035923,0.457627118644068,7444.69140330589,28,2,0.435,0
"Carbidopa",244.105921632,-1.18819376323597,5,6,115.81,0,1,4,68.7683,0.0567,0,1,1,0,0.0129739698022604,0.0963468626141548,1.22258371114731,0.0225542467087507,0.0495419465005398,0,0,0,0.0997011363506317,0.0154755609109998,10,0.0227547995746136,0.0396954827010631,0.0176007673144341,2.43374514579773,0.0160984937101602,0.377087503671646,0.256879046559334,10,0.0864915922284126,0.044546090066433,7.76801824569702,0.0486767441034317,0.245159938931465,0.0370841044932604,0.0114198159426451,0.00695715006440878,10,0.0286523029208183,0.605442176870748,0,2,1,0.435,0
"Indecainide",308.1888634,3.26237588033333,2,2,55.12,0,3,6,94.0462000000001,0.000896,0,0,1,0.0717140138149261,0.0642195306718349,0.189979568123817,0.349734991788864,0.129683196544647,0.322331607341766,0.889758646488189,0.365260571241379,10,0.0826916694641113,0.0979459956288338,0.0476283449679613,0.199620462954045,0.198032155632973,0.440079852938652,0.0273365266621113,0.750107228755951,0.113658778369427,0.0436107460409403,0.151147492229939,0.437374666333198,0.0682832784950733,0.0062813141848892,0.150463946163654,0.633529126644135,0.248194314539432,0.649750292301178,1.06742656230927,0.1705681681633,0.102510146796703,0.452054794520548,8902.61659339364,28,2,0.435,0
